Item#,Price,Beginning_of_Season,Weekend,Event_Length,Morning,Branded,Color_Popularity,ConcurrentEvents,Number_Competing_Styles_in_Event,Relative_Price_of_Competing_Styles,Num_Branded_Events12,Brand_MSRP_Index,Bottoms,Tops,Dresses,Demand,,,,
847,40.0,1,0,2,1,0,0.31,2,46,0.75,0,1.20,0,0,1,3364,,,,
848,27.0,0,0,2,1,1,0.20,1,2,1.00,1,1.14,0,1,0,4737,,,,
849,30.0,0,0,2,1,0,0.31,2,37,0.88,0,0.90,0,0,1,4800,,,,
850,29.0,1,0,3,1,1,0.31,2,48,0.84,10,1.03,0,0,1,6485,,,,
851,26.0,0,0,2,1,1,0.20,2,9,1.04,2,1.74,0,0,1,4019,,,,
852,29.0,0,1,2,1,1,0.11,1,4,0.77,2,0.42,1,0,0,6102,,,,
853,30.0,0,0,2,1,1,0.31,1,59,1.05,6,0.64,0,1,0,5267,,,,
854,31.0,1,0,2,1,1,0.03,4,20,1.20,0,1.03,0,0,1,3914,,,,
855,27.0,0,0,3,1,0,0.02,1,10,0.92,0,0.88,0,1,0,4307,,,,
856,37.0,0,0,2,1,0,0.03,2,37,0.88,0,0.90,0,0,1,3288,,,,
857,28.0,1,0,3,1,1,0.20,1,9,0.98,2,0.85,0,0,1,4751,,,,
858,29.0,0,1,2,1,1,0.11,2,3,1.00,2,0.73,1,0,0,5807,,,,
859,30.0,0,0,2,1,1,0.06,2,27,0.91,3,0.61,0,0,1,5482,,,,
860,40.0,0,0,2,1,0,0.31,1,58,0.72,0,0.99,0,0,0,2950,,,,
861,33.0,1,0,2,1,1,0.31,3,9,0.88,8,1.66,0,0,1,3427,,,,
862,33.0,0,1,3,1,0,0.31,3,13,0.90,0,0.91,0,0,1,3534,,,,
863,30.0,0,0,2,1,1,0.31,1,28,1.06,1,0.82,0,1,0,7916,,,,
864,29.0,1,0,2,1,1,0.04,2,31,0.90,1,1.59,0,0,1,4389,,,,
865,29.0,1,0,2,1,1,0.20,1,29,1.07,3,0.76,0,0,1,4079,,,,
866,31.0,0,0,2,1,1,0.31,2,28,1.27,4,1.20,0,0,1,3708,,,,
867,34.0,0,0,3,1,1,0.01,3,20,1.18,3,0.55,0,0,1,3228,,,,
868,39.0,0,0,3,1,0,0.31,1,92,1.00,0,1.20,0,0,1,3120,,,,
869,38.0,1,1,2,1,0,0.20,2,27,0.74,0,1.02,0,0,1,3681,,,,
870,26.0,0,0,2,1,0,0.11,3,9,1.27,0,0.57,0,1,0,7161,,,,
871,29.0,0,0,2,1,1,0.04,1,12,0.96,2,1.68,0,0,1,5132,,,,
872,27.0,0,1,2,1,1,0.31,1,25,1.24,5,1.20,0,0,1,4019,,,,
873,27.0,0,0,2,1,1,0.31,1,16,0.95,0,1.79,0,0,1,6293,,,,
874,28.0,0,0,2,1,1,0.02,2,15,0.98,6,0.59,0,1,0,4572,,,,
875,36.0,0,0,2,1,1,0.31,3,33,1.14,5,1.20,0,0,1,3062,,,,
876,36.0,1,0,2,1,1,0.07,2,1,1.00,3,1.38,0,0,0,3685,,,,
877,30.0,0,0,3,0,1,0.31,4,8,0.83,5,0.60,0,0,0,4309,,,,
878,30.0,0,0,2,1,1,0.06,5,40,0.81,5,0.64,0,1,0,4932,,,,
879,30.0,0,0,2,1,1,0.31,3,8,1.07,4,0.89,0,1,0,6554,,,,
880,29.0,1,0,2,1,1,0.20,2,4,0.66,3,1.66,0,1,0,8478,,,,
881,40.0,0,0,2,1,0,0.31,3,51,0.90,0,1.36,0,0,1,3817,,,,
882,27.0,0,0,2,1,1,0.11,1,6,1.60,6,1.44,0,1,0,4967,,,,
883,29.0,1,0,2,1,1,0.31,2,9,0.85,2,1.21,0,1,0,8794,,,,
884,30.0,1,0,2,1,1,0.03,4,38,0.88,4,0.82,0,1,0,7252,,,,
885,39.0,0,0,2,1,0,0.08,2,2,0.89,0,1.53,0,1,0,2920,,,,
886,29.0,0,0,3,0,1,0.03,4,56,0.76,5,0.87,0,1,0,5630,,,,
887,36.0,1,0,1,1,1,0.02,1,3,1.25,6,0.47,1,0,0,3802,,,,
888,30.0,1,0,2,1,0,0.02,2,46,0.97,0,0.85,0,0,1,4042,,,,
889,29.0,0,1,3,1,1,0.07,2,47,1.20,1,0.92,0,1,0,4216,,,,
890,40.0,0,0,3,1,1,0.01,4,6,1.07,0,0.33,1,0,0,3814,,,,
891,28.0,0,0,2,1,1,0.08,2,58,0.76,0,1.70,0,0,1,5434,,,,
892,28.0,0,0,2,1,1,0.31,2,17,1.00,0,0.95,0,1,0,6020,,,,
893,32.0,1,1,2,1,1,0.07,2,25,1.46,6,0.64,0,1,0,3673,,,,
894,34.0,0,0,2,1,1,0.31,5,9,0.84,1,1.67,0,0,1,3649,,,,
895,28.0,0,1,3,1,1,0.04,2,47,1.00,1,0.92,0,1,0,5211,,,,
896,29.0,1,0,2,1,1,0.20,1,29,1.07,3,0.76,0,0,1,7197,,,,
897,40.0,1,0,3,1,1,0.11,2,7,1.33,0,1.67,0,1,0,3909,,,,
898,30.0,1,0,2,1,1,0.04,1,29,1.07,3,0.76,0,0,1,5715,,,,
899,26.0,1,0,2,1,1,0.03,2,12,1.07,3,1.04,0,1,0,5107,,,,
900,35.0,1,1,2,1,1,0.08,1,35,1.37,1,0.87,0,1,0,3967,,,,
901,27.0,0,1,3,1,1,0.11,2,6,0.86,1,0.75,0,0,1,6206,,,,
902,28.0,1,0,2,1,1,0.11,2,62,1.30,3,0.61,0,0,1,5323,,,,
903,38.0,1,0,3,1,0,0.20,3,71,2.17,0,0.76,0,0,1,2715,,,,
904,30.0,1,1,2,1,0,0.20,2,9,0.78,0,0.68,0,1,0,7143,,,,
905,39.0,1,1,2,1,0,0.20,1,21,0.99,0,1.25,0,1,0,3795,,,,
906,26.0,0,0,3,1,1,0.11,2,4,1.44,4,0.78,1,0,0,5560,,,,
907,29.0,0,0,3,0,1,0.03,1,10,0.66,5,0.98,0,1,0,9046,,,,
908,39.0,1,0,2,1,1,0.03,2,12,1.07,3,1.04,0,1,0,3716,,,,
909,27.0,1,0,2,1,0,0.11,2,46,1.07,0,1.41,0,0,1,4089,,,,
910,26.0,1,0,2,1,1,0.20,2,7,0.73,3,0.77,0,1,0,5656,,,,
911,30.0,1,0,2,1,1,0.31,3,4,0.83,10,0.91,1,0,0,4175,,,,
912,28.0,0,1,3,1,1,0.31,2,19,0.93,1,0.88,0,1,0,5442,,,,
913,31.0,0,0,3,1,1,0.06,3,21,0.83,4,1.68,0,0,1,3476,,,,
914,29.0,0,0,3,1,1,0.11,2,63,0.92,4,1.83,0,0,1,6275,,,,
915,29.0,0,0,2,1,1,0.00,3,54,1.02,5,0.64,0,1,0,5126,,,,
916,29.0,0,0,2,1,1,0.02,1,10,1.00,3,1.55,0,1,0,5199,,,,
917,36.0,0,0,2,1,0,0.20,3,51,1.17,0,1.36,0,0,1,3526,,,,
918,37.0,1,0,2,1,0,0.31,2,46,1.07,0,0.89,0,0,1,3544,,,,
919,27.0,0,0,3,1,1,0.11,3,20,1.18,3,0.55,0,0,1,3992,,,,
920,39.0,1,0,2,1,1,0.31,1,29,1.61,3,0.76,0,0,1,3854,,,,
921,29.0,0,0,2,1,1,0.31,2,13,0.98,5,1.04,0,1,0,4248,,,,
922,33.0,0,0,3,0,1,0.31,4,56,2.29,5,0.87,0,1,0,3882,,,,
923,27.0,1,0,2,1,1,0.00,1,27,1.04,0,1.19,0,1,0,5035,,,,
924,39.0,0,0,2,1,1,0.20,2,11,1.49,1,1.72,1,0,0,2817,,,,
925,34.0,0,0,2,1,1,0.06,2,10,1.34,6,0.84,0,1,0,3801,,,,
926,40.0,0,0,2,1,0,0.06,3,6,1.45,0,0.82,0,1,0,2987,,,,
927,31.0,0,0,1,1,0,0.31,3,15,0.69,0,0.76,0,0,1,2802,,,,
928,34.0,0,0,2,1,1,0.04,1,12,0.94,5,1.84,0,1,0,3646,,,,
929,34.0,0,0,2,1,1,0.08,3,6,1.26,1,1.87,0,0,1,3472,,,,
930,38.0,0,0,2,1,1,0.31,2,31,1.21,5,1.20,0,0,1,2934,,,,
931,26.0,1,0,2,1,1,0.08,2,15,1.27,2,0.77,0,1,0,5189,,,,
932,27.0,0,0,2,1,0,0.11,4,8,0.86,0,0.76,0,0,1,4286,,,,
933,27.0,0,1,2,1,1,0.08,2,22,0.83,2,1.85,0,0,1,4118,,,,
934,33.0,0,0,2,1,1,0.03,3,22,1.27,2,0.88,0,1,0,3460,,,,
935,34.0,1,0,3,1,1,0.31,2,48,0.74,10,1.03,0,0,1,3502,,,,
936,30.0,0,0,2,1,1,0.07,2,6,0.95,3,0.77,0,1,0,4649,,,,
937,26.0,0,0,2,1,1,0.04,1,29,1.09,3,1.94,0,0,1,4124,,,,
938,32.0,0,0,3,1,0,0.07,3,16,1.06,0,1.70,0,0,1,3752,,,,
939,28.0,0,0,2,1,1,0.06,2,72,0.74,6,1.03,0,0,1,5975,,,,
940,33.0,1,0,2,1,1,0.31,3,8,0.98,0,0.98,0,1,0,3774,,,,
941,39.0,1,1,2,1,0,0.31,2,25,0.80,0,1.21,0,0,1,3377,,,,
942,27.0,1,0,2,1,1,0.31,2,24,0.97,3,1.83,0,0,1,5477,,,,
943,29.0,1,0,3,0,0,0.03,2,5,1.00,0,0.60,0,1,0,4343,,,,
944,36.0,0,0,3,0,1,0.31,4,5,1.11,5,0.66,0,0,0,3827,,,,
945,26.0,1,0,2,1,1,0.06,4,38,0.88,4,0.82,0,1,0,5474,,,,
946,27.0,1,0,2,1,1,0.31,2,2,1.00,4,1.04,0,1,0,5701,,,,
947,27.0,0,1,2,1,1,0.07,2,31,0.95,3,1.94,0,0,1,4228,,,,
948,39.0,0,0,2,1,1,0.31,3,4,1.00,0,1.20,0,1,0,4019,,,,
949,35.0,1,0,2,1,1,0.31,4,20,1.20,0,1.03,0,0,1,3764,,,,
950,34.0,0,1,2,1,1,0.11,2,3,0.90,0,1.53,0,1,0,3795,,,,
951,30.0,0,0,2,1,1,0.20,3,39,1.34,4,0.76,0,0,1,4092,,,,
952,26.0,1,0,3,1,1,0.20,2,4,1.33,10,0.72,0,0,1,4308,,,,
953,28.0,0,0,2,1,1,0.08,2,2,0.76,10,1.09,0,0,0,5961,,,,
954,33.0,0,0,1,1,1,0.31,3,29,1.14,0,1.31,0,0,1,2732,,,,
955,33.0,0,1,2,1,0,0.06,2,21,1.02,0,1.25,0,1,0,3680,,,,
956,31.0,0,0,2,1,1,0.03,5,45,0.66,4,1.20,0,0,1,2921,,,,
957,26.0,1,0,2,1,1,0.08,2,2,0.89,4,0.57,0,0,0,5894,,,,
958,36.0,1,0,2,0,0,0.01,2,10,0.99,0,1.03,0,0,1,2856,,,,
959,36.0,1,0,2,1,0,0.31,2,20,0.70,0,0.82,0,0,1,3843,,,,
960,27.0,0,1,2,1,1,0.08,1,12,1.13,2,0.48,0,1,0,4251,,,,
961,29.0,1,0,2,1,1,0.20,2,19,0.85,4,0.70,0,1,0,5718,,,,
962,40.0,0,0,3,1,1,0.07,3,1,1.00,3,0.67,0,0,0,3045,,,,
963,29.0,0,0,2,1,1,0.31,2,16,1.00,3,0.85,0,0,1,4363,,,,
964,30.0,1,0,2,1,1,0.20,3,22,0.70,2,0.76,0,0,1,9275,,,,
965,33.0,0,0,2,1,0,0.31,1,6,0.96,0,0.96,0,0,0,3004,,,,
966,29.0,1,0,2,1,1,0.07,2,21,0.66,0,1.31,0,0,1,4832,,,,
967,28.0,0,0,2,1,0,0.20,1,13,0.46,0,0.51,0,0,1,7776,,,,
968,38.0,0,0,3,0,0,0.02,4,4,1.17,0,1.04,0,0,0,3091,,,,
969,27.0,1,0,2,1,1,0.08,3,28,2.34,0,1.13,0,1,0,4320,,,,
970,28.0,0,0,2,1,1,0.04,1,9,0.97,2,1.48,0,1,0,5784,,,,
971,27.0,0,1,2,1,1,0.20,2,22,0.99,2,1.85,0,0,1,6387,,,,
972,30.0,0,0,2,1,1,0.31,2,58,1.16,0,1.70,0,0,1,4409,,,,
973,27.0,1,0,2,1,1,0.31,2,23,1.02,4,0.51,0,0,1,5823,,,,
974,35.0,0,0,3,1,1,0.04,3,3,0.98,3,0.58,1,0,0,3149,,,,
975,30.0,0,1,2,1,1,0.11,2,14,0.89,1,0.92,0,1,0,5779,,,,
976,35.0,0,1,2,1,1,0.31,2,12,1.14,2,2.18,0,1,0,3783,,,,
977,26.0,0,0,2,1,1,0.20,2,58,0.91,0,1.70,0,0,1,3993,,,,
978,36.0,0,0,2,1,0,0.08,2,1,1.00,0,0.89,0,1,0,3424,,,,
979,40.0,0,0,2,1,1,0.20,5,19,1.05,1,2.24,0,0,0,3554,,,,
980,30.0,0,0,2,1,1,0.08,2,25,1.16,0,0.66,0,0,1,4538,,,,
981,28.0,0,0,2,1,1,0.20,1,6,1.13,4,0.63,0,0,0,4815,,,,
982,33.0,0,0,2,1,1,0.31,3,33,1.03,5,1.20,0,0,1,3605,,,,
983,30.0,1,0,3,1,1,0.04,1,16,1.22,2,0.77,0,1,0,4125,,,,
984,28.0,1,0,2,1,1,0.31,1,53,0.76,6,0.64,0,1,0,6279,,,,
985,35.0,1,0,2,1,1,0.31,2,28,1.15,1,1.03,0,0,1,3718,,,,
986,32.0,0,0,2,1,1,0.20,1,1,1.00,2,1.56,1,0,0,3503,,,,
987,30.0,0,0,4,1,1,0.31,3,3,1.09,1,0.94,0,0,0,8583,,,,
988,27.0,0,1,2,1,1,0.07,2,14,1.37,1,0.92,0,1,0,7608,,,,
989,28.0,0,0,2,1,1,0.04,1,4,0.97,2,1.27,0,1,0,4028,,,,
990,28.0,0,0,2,1,0,0.07,2,5,1.29,0,3.62,0,1,0,4205,,,,
991,28.0,0,1,3,1,1,0.31,2,1,1.00,1,0.52,0,1,0,7185,,,,
992,35.0,1,0,2,0,0,0.20,2,10,1.18,0,1.03,0,0,1,3063,,,,
993,26.0,0,0,2,1,1,0.20,3,39,1.21,4,0.76,0,0,1,5469,,,,
994,33.0,1,0,2,0,0,0.31,2,18,0.76,0,0.90,0,0,1,3572,,,,
995,35.0,1,1,2,1,0,0.20,2,27,0.74,0,1.02,0,0,1,3617,,,,
996,29.0,0,0,3,1,1,0.06,5,14,0.60,2,0.61,0,1,0,5571,,,,
997,27.0,1,1,2,1,1,0.31,3,29,1.10,3,0.61,0,0,1,4583,,,,
998,26.0,0,0,2,1,0,0.20,2,1,1.00,3,1.43,1,0,0,4221,,,,
999,36.0,0,0,2,1,0,0.31,3,27,0.83,0,1.49,0,0,1,2797,,,,
1000,37.0,0,1,2,1,0,0.11,1,35,0.91,0,1.59,0,0,1,2888,,,,
1001,28.0,0,0,3,0,1,0.11,4,56,0.76,5,0.87,0,1,0,7112,,,,
1002,30.0,1,0,2,1,1,0.04,1,27,0.91,0,1.19,0,1,0,7439,,,,
1003,29.0,0,0,2,1,0,0.20,1,30,0.87,0,1.02,0,1,0,5616,,,,
1004,35.0,0,0,2,1,1,0.31,5,16,1.02,4,1.04,0,1,0,3588,,,,
1005,38.0,0,0,2,1,1,0.06,2,13,1.19,2,1.18,0,0,1,3084,,,,
1006,38.0,1,0,2,1,1,0.31,2,4,0.87,0,1.87,0,0,1,3018,,,,
1007,34.0,0,1,2,1,0,0.20,2,24,1.86,0,1.18,0,0,1,3065,,,,
1008,36.0,0,0,2,1,0,0.20,1,58,0.83,0,0.99,0,0,0,3710,,,,
1009,27.0,1,0,2,1,1,0.11,2,54,1.12,8,1.03,0,0,1,8927,,,,
1010,29.0,0,1,2,1,1,0.20,2,12,1.26,2,2.18,0,1,0,4721,,,,
1011,37.0,1,0,2,1,1,0.06,2,2,1.00,8,0.73,1,0,0,3614,,,,
1012,39.0,1,1,2,1,1,0.20,2,7,1.21,6,1.32,0,0,1,2921,,,,
1013,30.0,1,0,2,1,0,0.31,1,25,0.93,0,1.54,0,0,1,4473,,,,
1014,28.0,0,1,3,1,1,0.02,2,47,0.80,1,0.92,0,1,0,6842,,,,
1015,30.0,0,1,2,1,1,0.31,2,30,1.42,0,0.82,0,1,0,5337,,,,
1016,30.0,0,0,2,1,1,0.31,1,2,0.92,3,1.35,0,0,0,5009,,,,
1017,26.0,1,0,2,1,1,0.02,2,19,0.79,2,0.88,0,1,0,5804,,,,
1018,29.0,0,0,2,1,1,0.02,1,17,1.03,1,0.55,0,0,1,6303,,,,
1019,26.0,0,0,3,1,1,0.11,2,63,0.92,4,1.83,0,0,1,6211,,,,
1020,27.0,0,0,2,1,1,0.08,2,15,0.85,6,0.59,0,1,0,4128,,,,
1021,34.0,0,0,2,1,1,0.11,1,29,0.78,3,1.94,0,0,1,3553,,,,
1022,28.0,0,0,2,1,1,0.31,2,29,0.97,4,0.61,0,0,1,4067,,,,
1023,37.0,1,0,2,1,1,0.31,2,41,1.00,8,0.51,0,0,1,3494,,,,
1024,38.0,0,0,2,1,1,0.20,5,27,1.27,7,0.51,0,0,1,3743,,,,
1025,27.0,0,0,3,0,1,0.31,4,6,1.02,8,0.47,1,0,0,17800,,,,
1026,30.0,0,0,2,1,1,0.31,1,7,1.02,2,1.73,0,0,1,4328,,,,
1027,28.0,0,0,2,1,1,0.20,4,44,1.39,5,1.03,0,0,1,7590,,,,
1028,26.0,1,0,3,1,1,0.08,1,22,1.08,2,1.21,0,1,0,4255,,,,
1029,30.0,0,0,2,1,1,0.31,2,27,0.91,3,0.61,0,0,1,4225,,,,
1030,36.0,0,0,3,1,1,0.03,2,56,1.18,3,1.70,0,0,1,3812,,,,
1031,26.0,0,1,2,1,1,0.31,2,20,0.91,2,1.14,0,0,1,5139,,,,
1032,39.0,0,1,2,1,1,0.02,2,43,1.20,2,0.61,0,0,1,2767,,,,
1033,30.0,1,0,2,1,1,0.20,2,9,1.14,4,1.84,0,1,0,4794,,,,
1034,34.0,0,0,3,1,1,0.31,2,27,0.81,3,1.37,0,1,0,3518,,,,
1035,40.0,0,1,2,1,0,0.31,2,5,0.87,0,0.76,0,0,1,3769,,,,
1036,33.0,0,0,1,1,1,0.20,3,29,0.95,0,1.31,0,0,1,3986,,,,
1037,24.0,1,0,2,1,1,0.20,3,16,0.98,0,1.38,0,0,0,20117,,,,
1038,34.0,0,0,3,1,1,0.11,4,13,0.79,5,1.45,0,0,0,3757,,,,
1039,27.0,0,0,3,1,1,0.03,2,15,1.56,3,2.84,0,1,0,5226,,,,
1040,38.0,0,0,3,1,1,0.31,5,11,1.02,2,0.56,1,0,0,3791,,,,
1041,30.0,0,0,2,1,1,0.02,2,6,0.81,6,1.38,0,0,0,6172,,,,
1042,30.0,0,1,2,1,1,0.11,2,3,1.00,2,0.73,1,0,0,4052,,,,
1043,32.0,0,0,2,1,1,0.04,3,38,1.17,2,1.94,0,0,1,3490,,,,
1044,39.0,0,0,3,1,0,0.04,1,8,0.81,0,0.90,0,1,0,3686,,,,
1045,40.0,0,0,2,1,1,0.01,5,45,0.77,4,1.20,0,0,1,3021,,,,
1046,28.0,0,0,2,1,1,0.31,4,3,0.96,6,1.38,0,0,0,6705,,,,
1047,26.0,0,0,2,1,0,0.31,2,22,0.63,0,0.76,0,0,1,6771,,,,
1048,27.0,1,0,2,1,1,0.31,1,53,1.14,6,0.64,0,1,0,5314,,,,
1049,27.0,0,0,2,1,1,0.02,2,47,1.00,5,1.20,0,0,1,5865,,,,
1050,29.0,0,0,3,0,1,0.11,4,56,0.76,5,0.87,0,1,0,5685,,,,
1051,30.0,1,1,2,1,1,0.08,2,14,0.50,4,0.87,0,1,0,7325,,,,
1052,26.0,0,0,3,0,1,0.20,1,10,1.40,5,0.89,0,0,1,5486,,,,
1053,33.0,0,0,3,1,1,0.31,2,56,2.63,3,1.70,0,0,1,2768,,,,
1054,28.0,0,0,2,0,1,0.04,3,41,0.82,6,0.51,0,0,1,5818,,,,
1055,29.0,0,0,2,1,1,0.31,2,47,1.30,5,1.20,0,0,1,4375,,,,
1056,28.0,0,0,3,0,1,0.31,4,6,1.02,8,0.47,1,0,0,11152,,,,
1057,35.0,0,0,2,1,0,0.07,3,27,0.83,0,1.98,0,0,1,3102,,,,
1058,31.0,1,0,2,1,1,0.03,2,5,0.91,0,0.20,0,0,1,3261,,,,
1059,32.0,0,0,2,1,1,0.20,5,9,1.30,1,1.67,0,0,1,3641,,,,
1060,30.0,0,0,2,1,1,0.31,3,7,0.96,0,1.71,0,0,0,4062,,,,
1061,28.0,1,0,2,1,1,0.08,3,2,1.07,0,1.76,0,0,0,7308,,,,
1062,29.0,0,0,2,1,1,0.20,2,20,0.97,4,1.73,0,0,1,4089,,,,
1063,30.0,0,0,2,1,1,0.31,2,4,1.00,1,0.38,0,1,0,4156,,,,
1064,36.0,0,0,2,1,1,0.31,2,26,1.38,3,1.21,0,1,0,3400,,,,
1065,27.0,0,1,2,1,1,0.06,2,5,1.15,3,1.67,0,1,0,4507,,,,
1066,26.0,1,1,2,1,1,0.11,2,5,0.77,6,1.62,1,0,0,4252,,,,
1067,29.0,0,0,2,1,1,0.20,2,5,0.68,4,0.86,0,0,0,6865,,,,
1068,28.0,1,0,2,1,1,0.31,2,23,0.81,4,0.51,0,0,1,7150,,,,
1069,27.0,0,0,2,1,1,0.04,5,45,1.25,4,1.20,0,0,1,4040,,,,
1070,30.0,0,0,2,1,1,0.20,3,54,0.68,5,0.64,0,1,0,10154,,,,
1071,39.0,0,0,2,0,0,0.31,5,3,1.04,0,1.19,0,0,1,2742,,,,
1072,28.0,0,0,3,1,1,0.20,4,12,0.93,0,0.39,0,1,0,4693,,,,
1073,33.0,0,0,2,1,1,0.31,1,8,0.87,0,1.25,0,0,1,3518,,,,
1074,32.0,0,0,2,1,0,0.31,1,13,1.15,0,1.20,0,0,1,2848,,,,
1075,35.0,0,0,2,1,1,0.07,1,1,1.00,2,2.20,1,0,0,3822,,,,
1076,37.0,0,0,3,1,1,0.31,2,15,1.01,3,1.45,1,0,0,3680,,,,
1077,32.0,0,0,2,1,1,0.08,3,3,1.00,0,0.83,1,0,0,3275,,,,
1078,28.0,1,0,2,1,1,0.31,2,44,1.17,4,1.20,0,0,1,4296,,,,
1079,28.0,0,0,2,1,1,0.20,3,1,1.00,6,0.56,1,0,0,18288,,,,
1080,26.0,0,0,2,1,1,0.31,4,25,1.40,2,0.88,0,1,0,6210,,,,
1081,27.0,0,0,2,1,1,0.20,3,11,0.64,6,0.56,1,0,0,5229,,,,
1082,34.0,0,0,2,1,1,0.04,2,4,1.00,5,0.34,0,0,0,3857,,,,
1083,38.0,0,0,2,1,1,0.20,3,4,1.01,1,1.27,0,1,0,3550,,,,
1084,33.0,0,0,2,1,1,0.04,2,20,0.97,4,1.73,0,0,1,3625,,,,
1085,29.0,0,0,3,1,1,0.20,4,24,0.93,5,1.36,0,0,1,8153,,,,
1086,39.0,1,0,2,1,1,0.31,2,3,1.06,0,1.23,0,1,0,3010,,,,
1087,27.0,1,0,2,1,0,0.07,2,34,1.63,0,1.38,0,0,0,4475,,,,
1088,30.0,0,0,3,1,1,0.11,4,24,1.00,5,1.36,0,0,1,7226,,,,
1089,32.0,0,0,2,1,1,0.31,2,47,1.30,5,1.20,0,0,1,3063,,,,
1090,31.0,0,0,2,1,0,0.31,2,19,1.17,0,1.78,0,0,1,2966,,,,
1091,26.0,0,0,2,1,1,0.02,3,54,1.02,5,0.64,0,1,0,6291,,,,
1092,27.0,0,0,2,1,1,0.11,3,4,1.33,4,0.24,0,1,0,4008,,,,
1093,27.0,0,1,3,1,1,0.31,2,47,1.20,1,0.92,0,1,0,5857,,,,
1094,29.0,1,0,2,1,1,0.31,1,53,0.76,6,0.64,0,1,0,5636,,,,
1095,27.0,1,0,2,1,0,0.07,2,8,0.93,0,0.87,0,0,0,4412,,,,
1096,27.0,1,0,2,1,1,0.31,3,16,0.60,0,1.38,0,0,0,15079,,,,
1097,37.0,0,0,2,1,1,0.08,2,25,0.88,0,0.66,0,0,1,3476,,,,
1098,38.0,0,0,2,1,0,0.31,3,51,0.90,0,1.20,0,0,1,3304,,,,
1099,27.0,0,0,3,1,1,0.07,3,2,1.00,2,0.75,0,0,0,5772,,,,
1100,29.0,0,0,2,1,1,0.20,1,29,1.19,4,0.76,0,0,1,5838,,,,
1101,28.0,0,0,2,1,1,0.03,3,22,0.95,2,0.88,0,1,0,5265,,,,
1102,27.0,0,1,2,1,1,0.31,1,25,1.24,5,1.20,0,0,1,7595,,,,
1103,38.0,1,0,2,1,1,0.08,2,3,0.88,0,1.23,0,1,0,2743,,,,
1104,38.0,1,0,2,1,1,0.31,1,41,1.21,4,0.61,0,0,1,3824,,,,
1105,30.0,0,0,2,1,1,0.20,1,53,0.46,1,0.92,0,1,0,6127,,,,
1106,36.0,0,0,2,1,1,0.31,2,20,0.97,4,1.73,0,0,1,3922,,,,
1107,27.0,1,0,2,1,1,0.31,2,29,0.83,4,0.76,0,0,1,5313,,,,
1108,29.0,0,0,3,1,1,0.03,2,63,0.92,4,1.83,0,0,1,5220,,,,
1109,28.0,1,0,2,1,1,0.31,2,19,0.85,4,0.70,0,1,0,4693,,,,
1110,29.0,0,0,3,0,1,0.11,4,8,0.67,5,0.60,0,0,0,4082,,,,
1111,33.0,1,0,2,1,1,0.20,1,11,0.70,2,1.34,0,1,0,3795,,,,
1112,36.0,0,0,3,1,1,0.07,2,5,1.03,3,1.49,0,1,0,3954,,,,
1113,40.0,1,0,2,1,1,0.20,3,9,1.02,8,1.66,0,0,1,3866,,,,
1114,27.0,1,0,2,1,1,0.20,3,16,1.13,0,1.38,0,0,0,9851,,,,
1115,30.0,0,0,3,1,1,0.20,4,30,0.90,5,1.21,1,0,0,5953,,,,
1116,29.0,1,0,3,1,1,0.31,1,20,1.29,4,1.45,0,0,0,4008,,,,
1117,29.0,0,0,2,1,0,0.31,1,21,1.39,0,0.61,0,0,1,5052,,,,
1118,26.0,0,0,2,1,1,0.11,1,6,1.33,1,0.47,0,0,1,6085,,,,
1119,29.0,0,0,2,1,1,0.31,2,47,0.80,5,1.20,0,0,1,4503,,,,
1120,26.0,1,0,2,1,1,0.02,2,23,0.81,4,0.51,0,0,1,10412,,,,
1121,40.0,1,0,2,0,0,0.20,2,6,1.25,0,1.29,1,0,0,3824,,,,
1122,27.0,0,0,3,1,1,0.31,3,11,0.96,4,1.48,0,1,0,4778,,,,
1123,29.0,1,0,2,1,1,0.31,1,20,0.92,1,1.19,0,0,1,4095,,,,
1124,28.0,1,0,2,1,1,0.31,2,22,1.01,0,0.79,0,1,0,5479,,,,
1125,31.0,0,0,2,1,1,0.20,3,38,1.85,2,1.94,0,0,1,2791,,,,
1126,31.0,0,0,1,1,0,0.31,3,15,1.11,0,0.76,0,0,1,3110,,,,
1127,37.0,1,0,2,1,0,0.20,1,23,1.58,0,1.94,0,0,1,3246,,,,
1128,30.0,0,0,2,1,1,0.20,3,38,0.86,2,1.94,0,0,1,4082,,,,
1129,30.0,0,0,2,1,1,0.03,2,5,1.14,3,1.39,0,0,1,4111,,,,
1130,34.0,0,0,2,1,1,0.20,3,38,1.17,2,1.94,0,0,1,3417,,,,
1131,28.0,0,1,2,1,1,0.20,2,4,0.84,2,1.77,1,0,0,5656,,,,
1132,31.0,1,0,2,1,1,0.02,2,28,0.57,1,1.03,0,0,1,3652,,,,
1133,26.0,0,0,3,1,1,0.20,4,24,0.86,5,1.36,0,0,1,4562,,,,
1134,28.0,0,0,2,1,1,0.31,2,38,0.56,4,0.76,0,0,1,10965,,,,
1135,33.0,0,0,2,1,1,0.02,2,12,0.91,1,1.30,0,0,1,3565,,,,
1136,39.0,0,0,2,1,1,0.07,2,4,0.89,1,1.51,1,0,0,3170,,,,
1137,29.0,1,0,2,1,1,0.31,3,11,1.13,6,0.89,0,0,1,5734,,,,
1138,28.0,0,0,3,0,1,0.31,4,1,1.00,8,0.57,0,0,0,6712,,,,
